id,unit,topic,topicTitle,stimulusType,stimulusText,stimulusImageUrl,stimulusImageAlt,stimulusSource,question,choiceA,choiceB,choiceC,choiceD,answer,explanation
2.6-ev3,2,2.6,2.6 Environmental Consequences of Connectivity,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to Afro-Eurasia",,,,Which of the following was an important long-term effect of Black Death transmission?,state legitimacy through institutions,caravanserai-supported Silk Road trade,Black Death transmission,Pax Mongolica connectivity,2,Pathogens moved quickly along dense trade and military routes. This development had durable long-term consequences.
2.6-ev4,2,2.6,2.6 Environmental Consequences of Connectivity,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Silk_Road_Trade_(c.1200_CE).jpg,Silk Road trade routes map,https://commons.wikimedia.org/wiki/File:Silk_Road_Trade_(c.1200_CE).jpg,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,Black Death transmission,3,Pathogens moved quickly along dense trade and military routes. Historians use visual evidence like this to support broader process arguments.
2.6-ev5,2,2.6,2.6 Environmental Consequences of Connectivity,none,,,,,Which claim is best supported by historical evidence from 2.6 Environmental Consequences of Connectivity?,Black Death transmission,maritime scale advantages,gunpowder military expansion,imperial tax and bureaucracy,0,Pathogens moved quickly along dense trade and military routes. This is the most historically defensible claim supported by the evidence.
2.7-ev1,2,2.7,2.7 Comparison of Economic Exchange,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in long-distance trade systems",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in long-distance trade systems?",maritime scale advantages,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,Oceanic routes often carried bulk goods more efficiently than overland caravans. This evidence aligns with institutional change in long-distance trade systems.
2.7-ev2,2,2.7,2.7 Comparison of Economic Exchange,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Silk_Road_Trade_(c.1200_CE).jpg,Silk Road trade routes map,https://commons.wikimedia.org/wiki/File:Silk_Road_Trade_(c.1200_CE).jpg,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,maritime scale advantages,Great Zimbabwe trade networks,manorial and feudal ties,1,Oceanic routes often carried bulk goods more efficiently than overland caravans. The image context points most directly to this process.
2.7-ev3,2,2.7,2.7 Comparison of Economic Exchange,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to long-distance trade systems",,,,Which of the following was an important long-term effect of maritime scale advantages?,state legitimacy through institutions,caravanserai-supported Silk Road trade,maritime scale advantages,Pax Mongolica connectivity,2,Oceanic routes often carried bulk goods more efficiently than overland caravans. This development had durable long-term consequences.
2.7-ev4,2,2.7,2.7 Comparison of Economic Exchange,image,,https://commons.wikimedia.org/wiki/Special:FilePath/Silk_Road_Trade_(c.1200_CE).jpg,Silk Road trade routes map,https://commons.wikimedia.org/wiki/File:Silk_Road_Trade_(c.1200_CE).jpg,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,maritime scale advantages,3,Oceanic routes often carried bulk goods more efficiently than overland caravans. Historians use visual evidence like this to support broader process arguments.
2.7-ev5,2,2.7,2.7 Comparison of Economic Exchange,none,,,,,Which claim is best supported by historical evidence from 2.7 Comparison of Economic Exchange?,maritime scale advantages,Black Death transmission,gunpowder military expansion,imperial tax and bureaucracy,0,Oceanic routes often carried bulk goods more efficiently than overland caravans. This is the most historically defensible claim supported by the evidence.
3.1-ev1,3,3.1,3.1 Empires Expand,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in land-based empires",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in land-based empires?",gunpowder military expansion,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,"Ottoman, Safavid, and Mughal armies used firearms and artillery to consolidate empires. This evidence aligns with institutional change in land-based empires."
3.1-ev2,3,3.1,3.1 Empires Expand,image,,https://commons.wikimedia.org/wiki/Special:FilePath/OttomanEmpireIn1683.png,Ottoman Empire extent map,https://commons.wikimedia.org/wiki/File:OttomanEmpireIn1683.png,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,gunpowder military expansion,Great Zimbabwe trade networks,manorial and feudal ties,1,"Ottoman, Safavid, and Mughal armies used firearms and artillery to consolidate empires. The image context points most directly to this process."
3.1-ev3,3,3.1,3.1 Empires Expand,text,"""Long-distance exchange transformed societies by moving goods, ideas, and people across regional boundaries while creating new tensions and inequalities."" - Comparative interpretation relevant to land-based empires",,,,Which of the following was an important long-term effect of gunpowder military expansion?,state legitimacy through institutions,caravanserai-supported Silk Road trade,gunpowder military expansion,Pax Mongolica connectivity,2,"Ottoman, Safavid, and Mughal armies used firearms and artillery to consolidate empires. This development had durable long-term consequences."
3.1-ev4,3,3.1,3.1 Empires Expand,image,,https://commons.wikimedia.org/wiki/Special:FilePath/OttomanEmpireIn1683.png,Ottoman Empire extent map,https://commons.wikimedia.org/wiki/File:OttomanEmpireIn1683.png,A historian would most likely use the image as evidence for which broader pattern in world history?,monsoon-based navigation,gold-salt exchange routes,cross-cultural diffusion,gunpowder military expansion,3,"Ottoman, Safavid, and Mughal armies used firearms and artillery to consolidate empires. Historians use visual evidence like this to support broader process arguments."
3.1-ev5,3,3.1,3.1 Empires Expand,none,,,,,Which claim is best supported by historical evidence from 3.1 Empires Expand?,gunpowder military expansion,Black Death transmission,maritime scale advantages,imperial tax and bureaucracy,0,"Ottoman, Safavid, and Mughal armies used firearms and artillery to consolidate empires. This is the most historically defensible claim supported by the evidence."
3.2-ev1,3,3.2,3.2 Empires: Administration,text,"""In many regions, rulers sought durable authority by reorganizing institutions, expanding administrative capacity, and linking political legitimacy to social order."" - Historical synthesis on state development in early modern states",,,,"Based on the excerpt, which historical development best supports the argument about institutional change in early modern states?",imperial tax and bureaucracy,civil service examination system,ulama legal authority,Delhi Sultanate governance,0,Large empires developed systems to collect revenue and govern provinces. This evidence aligns with institutional change in early modern states.
3.2-ev2,3,3.2,3.2 Empires: Administration,image,,https://commons.wikimedia.org/wiki/Special:FilePath/OttomanEmpireIn1683.png,Ottoman Empire extent map,https://commons.wikimedia.org/wiki/File:OttomanEmpireIn1683.png,"Based on the image, which process is most directly associated with the historical context shown?",Inca mita labor system,imperial tax and bureaucracy,Great Zimbabwe trade networks,manorial and feudal ties,1,Large empires developed systems to collect revenue and govern provinces. The image context points most directly to this process.
